amostra,botao,bruto,pct,tempC,estado
58,0,0,0.00,0.00,NORMAL
59,0,0,0.00,0.00,NORMAL
60,0,0,0.00,0.00,NORMAL
61,0,0,0.00,0.00,NORMAL
62,0,0,0.00,0.00,NORMAL
63,0,0,0.00,0.00,NORMAL
64,0,0,0.00,0.00,NORMAL
65,0,0,0.00,0.00,NORMAL
66,0,0,0.00,0.00,NORMAL
67,0,0,0.00,0.00,NORMAL
68,0,0,0.00,0.00,NORMAL
69,0,0,0.00,0.00,NORMAL
70,0,0,0.00,0.00,NORMAL
71,0,0,0.00,0.00,NORMAL
72,0,0,0.00,0.00,NORMAL
73,0,0,0.00,0.00,NORMAL
74,0,0,0.00,0.00,NORMAL
75,0,0,0.00,0.00,NORMAL
76,0,0,0.00,0.00,NORMAL
77,0,0,0.00,0.00,NORMAL
78,0,0,0.00,0.00,NORMAL
79,0,0,0.00,0.00,NORMAL
80,0,0,0.00,0.00,NORMAL
81,0,0,0.00,0.00,NORMAL
82,0,0,0.00,0.00,NORMAL
83,0,0,0.00,0.00,NORMAL
84,0,0,0.00,0.00,NORMAL
85,0,0,0.00,0.00,NORMAL
86,0,0,0.00,0.00,NORMAL
87,0,0,0.00,0.00,NORMAL
88,0,0,0.00,0.00,NORMAL
89,0,0,0.00,0.00,NORMAL
90,0,0,0.00,0.00,NORMAL
91,0,0,0.00,0.00,NORMAL
92,0,0,0.00,0.00,NORMAL
93,0,0,0.00,0.00,NORMAL
94,0,0,0.00,0.00,NORMAL
95,0,0,0.00,0.00,NORMAL
96,0,0,0.00,0.00,NORMAL
97,0,0,0.00,0.00,NORMAL
98,0,0,0.00,0.00,NORMAL
99,0,0,0.00,0.00,NORMAL
100,0,0,0.00,0.00,NORMAL
101,0,0,0.00,0.00,NORMAL
102,0,0,0.00,0.00,NORMAL
103,0,0,0.00,0.00,NORMAL
104,0,0,0.00,0.00,NORMAL
105,0,0,0.00,0.00,NORMAL
106,0,0,0.00,0.00,NORMAL
107,0,0,0.00,0.00,NORMAL
108,0,0,0.00,0.00,NORMAL
109,0,0,0.00,0.00,NORMAL
110,0,0,0.00,0.00,NORMAL
111,0,0,0.00,0.00,NORMAL
112,0,0,0.00,0.00,NORMAL
113,0,0,0.00,0.00,NORMAL
114,0,0,0.00,0.00,NORMAL
115,0,0,0.00,0.00,NORMAL
116,0,0,0.00,0.00,NORMAL
117,0,0,0.00,0.00,NORMAL
118,0,0,0.00,0.00,NORMAL
119,0,0,0.00,0.00,NORMAL
120,0,0,0.00,0.00,NORMAL
121,0,0,0.00,0.00,NORMAL
122,0,0,0.00,0.00,NORMAL
123,0,0,0.00,0.00,NORMAL
124,0,0,0.00,0.00,NORMAL
125,0,0,0.00,0.00,NORMAL
126,0,0,0.00,0.00,NORMAL
127,0,0,0.00,0.00,NORMAL
128,0,0,0.00,0.00,NORMAL
129,0,0,0.00,0.00,NORMAL
130,0,0,0.00,0.00,NORMAL
131,0,0,0.00,0.00,NORMAL
132,0,0,0.00,0.00,NORMAL
133,0,0,0.00,0.00,NORMAL
134,0,0,0.00,0.00,NORMAL
135,0,0,0.00,0.00,NORMAL
136,0,0,0.00,0.00,NORMAL
137,0,0,0.00,0.00,NORMAL
138,0,0,0.00,0.00,NORMAL
139,0,0,0.00,0.00,NORMAL
140,0,0,0.00,0.00,NORMAL
141,0,0,0.00,0.00,NORMAL
142,0,0,0.00,0.00,NORMAL
143,0,0,0.00,0.00,NORMAL
144,0,0,0.00,0.00,NORMAL
145,0,0,0.00,0.00,NORMAL
146,0,0,0.00,0.00,NORMAL
147,0,0,0.00,0.00,NORMAL
148,0,0,0.00,0.00,NORMAL
149,0,0,0.00,0.00,NORMAL
150,0,0,0.00,0.00,NORMAL
151,0,0,0.00,0.00,NORMAL
152,0,0,0.00,0.00,NORMAL
153,0,0,0.00,0.00,NORMAL
154,0,0,0.00,0.00,NORMAL
155,0,0,0.00,0.00,NORMAL
156,0,0,0.00,0.00,NORMAL
157,0,0,0.00,0.00,NORMAL
158,0,0,0.00,0.00,NORMAL
159,0,0,0.00,0.00,NORMAL
160,0,0,0.00,0.00,NORMAL
161,0,0,0.00,0.00,NORMAL
162,0,0,0.00,0.00,NORMAL
163,0,0,0.00,0.00,NORMAL
164,0,0,0.00,0.00,NORMAL
165,0,0,0.00,0.00,NORMAL
166,0,0,0.00,0.00,NORMAL
167,0,0,0.00,0.00,NORMAL
168,0,0,0.00,0.00,NORMAL
169,0,0,0.00,0.00,NORMAL
170,0,0,0.00,0.00,NORMAL
171,0,0,0.00,0.00,NORMAL
172,0,0,0.00,0.00,NORMAL
173,0,0,0.00,0.00,NORMAL
174,0,0,0.00,0.00,NORMAL
175,0,0,0.00,0.00,NORMAL
176,0,0,0.00,0.00,NORMAL
177,0,0,0.00,0.00,NORMAL
178,0,0,0.00,0.00,NORMAL
179,0,0,0.00,0.00,NORMAL
180,0,0,0.00,0.00,NORMAL
181,0,0,0.00,0.00,NORMAL
182,0,0,0.00,0.00,NORMAL
183,0,0,0.00,0.00,NORMAL
184,0,0,0.00,0.00,NORMAL
185,0,0,0.00,0.00,NORMAL
186,0,0,0.00,0.00,NORMAL
187,0,0,0.00,0.00,NORMAL
188,0,0,0.00,0.00,NORMAL
189,0,0,0.00,0.00,NORMAL
190,0,0,0.00,0.00,NORMAL
191,0,0,0.00,0.00,NORMAL
192,0,0,0.00,0.00,NORMAL
193,0,0,0.00,0.00,NORMAL
194,0,0,0.00,0.00,NORMAL
195,0,0,0.00,0.00,NORMAL
196,0,0,0.00,0.00,NORMAL
197,0,512,50.05,50.05,NORMAL
198,0,512,50.05,50.05,NORMAL
199,0,512,50.05,50.05,NORMAL
200,0,512,50.05,50.05,NORMAL
201,0,512,50.05,50.05,NORMAL
202,0,512,50.05,50.05,NORMAL
203,0,512,50.05,50.05,NORMAL
204,0,512,50.05,50.05,NORMAL
205,0,512,50.05,50.05,NORMAL
206,0,512,50.05,50.05,NORMAL
207,0,512,50.05,50.05,NORMAL
208,0,512,50.05,50.05,NORMAL
209,0,512,50.05,50.05,NORMAL
210,0,512,50.05,50.05,NORMAL
211,0,512,50.05,50.05,NORMAL
212,0,512,50.05,50.05,NORMAL
213,0,512,50.05,50.05,NORMAL
214,0,512,50.05,50.05,NORMAL
215,0,512,50.05,50.05,NORMAL
216,0,512,50.05,50.05,NORMAL
217,0,512,50.05,50.05,NORMAL
218,0,512,50.05,50.05,NORMAL
219,0,512,50.05,50.05,NORMAL
220,0,690,67.45,67.45,NORMAL
221,0,690,67.45,67.45,NORMAL
222,0,690,67.45,67.45,NORMAL
223,0,690,67.45,67.45,NORMAL
224,0,690,67.45,67.45,NORMAL
225,0,690,67.45,67.45,NORMAL
226,0,690,67.45,67.45,NORMAL
227,0,690,67.45,67.45,NORMAL
228,0,690,67.45,67.45,NORMAL
229,0,690,67.45,67.45,NORMAL
230,0,690,67.45,67.45,NORMAL
231,0,690,67.45,67.45,NORMAL
232,0,690,67.45,67.45,NORMAL
233,0,690,67.45,67.45,NORMAL
234,0,690,67.45,67.45,NORMAL
235,0,690,67.45,67.45,NORMAL
236,0,690,67.45,67.45,NORMAL
237,0,690,67.45,67.45,NORMAL
238,0,690,67.45,67.45,NORMAL
239,0,690,67.45,67.45,NORMAL
240,0,690,67.45,67.45,NORMAL
241,0,690,67.45,67.45,NORMAL
242,0,690,67.45,67.45,NORMAL
243,0,690,67.45,67.45,NORMAL
244,0,690,67.45,67.45,NORMAL
245,0,690,67.45,67.45,NORMAL
246,0,690,67.45,67.45,NORMAL
247,0,690,67.45,67.45,NORMAL
248,0,690,67.45,67.45,NORMAL
249,0,690,67.45,67.45,NORMAL
250,0,690,67.45,67.45,NORMAL
251,0,690,67.45,67.45,NORMAL
252,0,690,67.45,67.45,NORMAL
253,0,690,67.45,67.45,NORMAL
254,0,690,67.45,67.45,NORMAL
255,0,690,67.45,67.45,NORMAL
256,0,690,67.45,67.45,NORMAL
257,0,690,67.45,67.45,NORMAL
258,0,690,67.45,67.45,NORMAL
259,0,690,67.45,67.45,NORMAL
260,0,690,67.45,67.45,NORMAL
261,0,690,67.45,67.45,NORMAL
262,0,690,67.45,67.45,NORMAL
263,0,690,67.45,67.45,NORMAL
264,0,690,67.45,67.45,NORMAL
265,0,690,67.45,67.45,NORMAL
266,0,690,67.45,67.45,NORMAL
267,0,690,67.45,67.45,NORMAL
268,0,690,67.45,67.45,NORMAL
269,0,690,67.45,67.45,NORMAL
270,0,690,67.45,67.45,NORMAL
271,0,690,67.45,67.45,NORMAL
272,0,690,67.45,67.45,NORMAL
273,0,690,67.45,67.45,NORMAL
274,0,690,67.45,67.45,NORMAL
275,0,690,67.45,67.45,NORMAL
276,0,690,67.45,67.45,NORMAL
277,0,690,67.45,67.45,NORMAL
278,0,690,67.45,67.45,NORMAL
279,0,690,67.45,67.45,NORMAL
280,0,690,67.45,67.45,NORMAL
281,0,690,67.45,67.45,NORMAL
282,0,690,67.45,67.45,NORMAL
283,0,690,67.45,67.45,NORMAL
284,0,690,67.45,67.45,NORMAL
285,0,690,67.45,67.45,NORMAL
286,0,690,67.45,67.45,NORMAL
287,0,690,67.45,67.45,NORMAL
288,0,690,67.45,67.45,NORMAL
289,0,690,67.45,67.45,NORMAL
290,0,690,67.45,67.45,NORMAL
291,0,690,67.45,67.45,NORMAL
292,0,690,67.45,67.45,NORMAL
293,0,690,67.45,67.45,NORMAL
294,0,695,67.94,67.94,NORMAL
295,0,695,67.94,67.94,NORMAL
296,0,695,67.94,67.94,NORMAL
297,0,695,67.94,67.94,NORMAL
298,0,695,67.94,67.94,NORMAL
299,0,695,67.94,67.94,NORMAL
300,0,695,67.94,67.94,NORMAL
301,0,695,67.94,67.94,NORMAL
302,0,695,67.94,67.94,NORMAL
303,0,695,67.94,67.94,NORMAL
304,0,695,67.94,67.94,NORMAL
305,0,695,67.94,67.94,NORMAL
306,0,695,67.94,67.94,NORMAL
307,0,695,67.94,67.94,NORMAL
308,0,695,67.94,67.94,NORMAL
309,0,695,67.94,67.94,NORMAL
310,0,695,67.94,67.94,NORMAL
311,0,695,67.94,67.94,NORMAL
312,0,695,67.94,67.94,NORMAL
313,0,695,67.94,67.94,NORMAL
314,0,695,67.94,67.94,NORMAL
315,0,695,67.94,67.94,NORMAL
316,0,695,67.94,67.94,NORMAL
317,0,695,67.94,67.94,NORMAL
318,0,695,67.94,67.94,NORMAL
319,0,695,67.94,67.94,NORMAL
320,0,695,67.94,67.94,NORMAL
321,0,695,67.94,67.94,NORMAL
322,0,695,67.94,67.94,NORMAL
323,0,695,67.94,67.94,NORMAL
324,0,695,67.94,67.94,NORMAL
325,0,695,67.94,67.94,NORMAL
326,0,695,67.94,67.94,NORMAL
327,0,695,67.94,67.94,NORMAL
328,0,695,67.94,67.94,NORMAL
329,0,695,67.94,67.94,NORMAL
330,0,695,67.94,67.94,NORMAL
331,0,695,67.94,67.94,NORMAL
332,0,695,67.94,67.94,NORMAL
333,0,695,67.94,67.94,NORMAL
334,0,695,67.94,67.94,NORMAL
335,0,695,67.94,67.94,NORMAL
336,0,695,67.94,67.94,NORMAL
337,0,695,67.94,67.94,NORMAL
338,0,696,68.04,68.04,NORMAL
339,0,716,69.99,69.99,NORMAL
340,0,716,69.99,69.99,NORMAL
341,0,716,69.99,69.99,NORMAL
342,0,716,69.99,69.99,NORMAL
343,0,716,69.99,69.99,NORMAL
344,0,716,69.99,69.99,NORMAL
345,0,716,69.99,69.99,NORMAL
346,0,716,69.99,69.99,NORMAL
347,0,716,69.99,69.99,NORMAL
348,0,716,69.99,69.99,NORMAL
349,0,716,69.99,69.99,NORMAL
350,0,716,69.99,69.99,NORMAL
351,0,716,69.99,69.99,NORMAL
352,0,716,69.99,69.99,NORMAL
353,0,716,69.99,69.99,NORMAL
354,0,716,69.99,69.99,NORMAL
355,0,716,69.99,69.99,NORMAL
356,0,717,70.09,70.09,ATENCAO
357,0,717,70.09,70.09,ATENCAO
358,0,717,70.09,70.09,ATENCAO
359,0,717,70.09,70.09,ATENCAO
360,0,717,70.09,70.09,ATENCAO
361,0,717,70.09,70.09,ATENCAO
362,0,717,70.09,70.09,ATENCAO
363,0,717,70.09,70.09,ATENCAO
364,0,717,70.09,70.09,ATENCAO
365,0,717,70.09,70.09,ATENCAO
366,0,717,70.09,70.09,ATENCAO
367,0,717,70.09,70.09,ATENCAO
368,0,717,70.09,70.09,ATENCAO
369,0,717,70.09,70.09,ATENCAO
370,0,717,70.09,70.09,ATENCAO
371,0,717,70.09,70.09,ATENCAO
372,0,717,70.09,70.09,ATENCAO
373,0,717,70.09,70.09,ATENCAO
374,0,717,70.09,70.09,ATENCAO
375,0,717,70.09,70.09,ATENCAO
376,0,717,70.09,70.09,ATENCAO
377,0,717,70.09,70.09,ATENCAO
378,0,717,70.09,70.09,ATENCAO
379,0,717,70.09,70.09,ATENCAO
380,0,717,70.09,70.09,ATENCAO
381,0,717,70.09,70.09,ATENCAO
382,0,717,70.09,70.09,ATENCAO
383,0,817,79.86,79.86,ATENCAO
384,0,817,79.86,79.86,ATENCAO
385,0,817,79.86,79.86,ATENCAO
386,0,817,79.86,79.86,ATENCAO
387,0,817,79.86,79.86,ATENCAO
388,0,817,79.86,79.86,ATENCAO
389,0,817,79.86,79.86,ATENCAO
390,0,817,79.86,79.86,ATENCAO
391,0,869,84.95,84.95,ATENCAO
392,0,869,84.95,84.95,ATENCAO
393,0,869,84.95,84.95,ATENCAO
394,0,869,84.95,84.95,ATENCAO
395,0,869,84.95,84.95,ATENCAO
396,0,869,84.95,84.95,ATENCAO
397,0,869,84.95,84.95,ATENCAO
398,0,869,84.95,84.95,ATENCAO
399,0,869,84.95,84.95,ATENCAO
400,0,869,84.95,84.95,ATENCAO
401,0,869,84.95,84.95,ATENCAO
402,0,869,84.95,84.95,ATENCAO
403,0,869,84.95,84.95,ATENCAO
404,0,869,84.95,84.95,ATENCAO
405,0,869,84.95,84.95,ATENCAO
406,0,869,84.95,84.95,ATENCAO
407,0,869,84.95,84.95,ATENCAO
408,0,869,84.95,84.95,ATENCAO
409,0,869,84.95,84.95,ATENCAO
410,0,869,84.95,84.95,ATENCAO
411,0,869,84.95,84.95,ATENCAO
412,0,869,84.95,84.95,ATENCAO
413,0,869,84.95,84.95,ATENCAO
414,0,869,84.95,84.95,ATENCAO
415,0,869,84.95,84.95,ATENCAO
416,0,870,85.04,85.04,PERIGO
417,0,870,85.04,85.04,PERIGO
418,0,870,85.04,85.04,PERIGO
419,0,870,85.04,85.04,PERIGO
420,0,870,85.04,85.04,PERIGO
421,0,870,85.04,85.04,PERIGO
422,0,870,85.04,85.04,PERIGO
423,0,870,85.04,85.04,PERIGO
424,0,870,85.04,85.04,PERIGO
425,0,870,85.04,85.04,PERIGO
426,0,870,85.04,85.04,PERIGO
427,0,870,85.04,85.04,PERIGO
428,0,870,85.04,85.04,PERIGO
429,0,870,85.04,85.04,PERIGO
430,0,870,85.04,85.04,PERIGO
431,0,870,85.04,85.04,PERIGO
432,0,870,85.04,85.04,PERIGO
433,0,870,85.04,85.04,PERIGO
434,0,870,85.04,85.04,PERIGO
435,0,870,85.04,85.04,PERIGO
436,0,870,85.04,85.04,PERIGO
437,0,870,85.04,85.04,PERIGO
438,0,870,85.04,85.04,PERIGO
439,0,870,85.04,85.04,PERIGO
440,0,870,85.04,85.04,PERIGO
441,0,870,85.04,85.04,PERIGO
442,0,870,85.04,85.04,PERIGO
443,0,870,85.04,85.04,PERIGO
444,0,870,85.04,85.04,PERIGO
445,0,870,85.04,85.04,PERIGO
446,0,870,85.04,85.04,PERIGO
447,0,870,85.04,85.04,PERIGO
448,0,870,85.04,85.04,PERIGO
449,0,870,85.04,85.04,PERIGO
450,0,870,85.04,85.04,PERIGO
451,0,870,85.04,85.04,PERIGO
452,0,870,85.04,85.04,PERIGO
453,0,870,85.04,85.04,PERIGO
454,0,870,85.04,85.04,PERIGO
455,0,870,85.04,85.04,PERIGO
456,0,870,85.04,85.04,PERIGO
457,0,870,85.04,85.04,PERIGO
458,0,870,85.04,85.04,PERIGO
459,0,870,85.04,85.04,PERIGO
460,0,870,85.04,85.04,PERIGO
461,0,870,85.04,85.04,PERIGO
462,0,870,85.04,85.04,PERIGO
463,0,870,85.04,85.04,PERIGO
464,0,870,85.04,85.04,PERIGO
465,0,870,85.04,85.04,PERIGO
466,0,870,85.04,85.04,PERIGO
467,0,870,85.04,85.04,PERIGO
468,0,870,85.04,85.04,PERIGO
469,0,870,85.04,85.04,PERIGO
470,0,870,85.04,85.04,PERIGO
471,0,870,85.04,85.04,PERIGO
472,0,870,85.04,85.04,PERIGO
473,0,870,85.04,85.04,PERIGO
474,0,870,85.04,85.04,PERIGO
475,0,870,85.04,85.04,PERIGO
476,0,870,85.04,85.04,PERIGO
477,0,870,85.04,85.04,PERIGO
478,0,870,85.04,85.04,PERIGO
479,0,870,85.04,85.04,PERIGO
480,0,870,85.04,85.04,PERIGO
481,0,870,85.04,85.04,PERIGO
482,0,870,85.04,85.04,PERIGO
483,0,870,85.04,85.04,PERIGO
484,0,870,85.04,85.04,PERIGO
485,0,870,85.04,85.04,PERIGO
486,0,870,85.04,85.04,PERIGO
487,0,870,85.04,85.04,PERIGO
488,0,870,85.04,85.04,PERIGO
489,0,870,85.04,85.04,PERIGO
490,0,870,85.04,85.04,PERIGO
491,0,870,85.04,85.04,PERIGO
492,0,870,85.04,85.04,PERIGO
493,0,870,85.04,85.04,PERIGO
494,0,870,85.04,85.04,PERIGO
495,0,870,85.04,85.04,PERIGO
496,0,870,85.04,85.04,PERIGO
497,0,870,85.04,85.04,PERIGO
498,0,870,85.04,85.04,PERIGO
499,0,870,85.04,85.04,PERIGO
500,0,870,85.04,85.04,PERIGO
501,0,870,85.04,85.04,PERIGO
502,0,870,85.04,85.04,PERIGO
503,0,870,85.04,85.04,PERIGO
504,0,870,85.04,85.04,PERIGO
505,0,870,85.04,85.04,PERIGO
506,0,870,85.04,85.04,PERIGO
507,0,870,85.04,85.04,PERIGO
508,0,870,85.04,85.04,PERIGO
509,0,870,85.04,85.04,PERIGO
510,0,870,85.04,85.04,PERIGO
511,0,870,85.04,85.04,PERIGO
512,0,870,85.04,85.04,PERIGO
513,0,870,85.04,85.04,PERIGO
514,0,870,85.04,85.04,PERIGO
515,0,870,85.04,85.04,PERIGO
516,0,870,85.04,85.04,PERIGO
517,0,870,85.04,85.04,PERIGO
518,0,870,85.04,85.04,PERIGO
519,0,870,85.04,85.04,PERIGO
520,0,870,85.04,85.04,PERIGO
521,0,870,85.04,85.04,PERIGO
522,0,870,85.04,85.04,PERIGO
523,0,870,85.04,85.04,PERIGO
524,0,870,85.04,85.04,PERIGO
525,0,870,85.04,85.04,PERIGO
526,0,870,85.04,85.04,PERIGO
527,0,870,85.04,85.04,PERIGO
528,0,870,85.04,85.04,PERIGO
529,0,870,85.04,85.04,PERIGO
530,0,870,85.04,85.04,PERIGO
531,0,870,85.04,85.04,PERIGO
532,0,870,85.04,85.04,PERIGO
533,0,870,85.04,85.04,PERIGO
534,0,870,85.04,85.04,PERIGO
535,0,870,85.04,85.04,PERIGO
536,0,870,85.04,85.04,PERIGO
537,0,870,85.04,85.04,PERIGO
538,0,870,85.04,85.04,PERIGO
539,0,870,85.04,85.04,PERIGO
540,0,870,85.04,85.04,PERIGO
541,0,870,85.04,85.04,PERIGO
542,0,870,85.04,85.04,PERIGO
543,0,870,85.04,85.04,PERIGO
544,0,870,85.04,85.04,PERIGO
545,0,870,85.04,85.04,PERIGO
546,0,870,85.04,85.04,PERIGO
547,0,870,85.04,85.04,PERIGO
548,0,870,85.04,85.04,PERIGO
549,0,870,85.04,85.04,PERIGO
550,0,870,85.04,85.04,PERIGO
551,0,870,85.04,85.04,PERIGO
552,0,870,85.04,85.04,PERIGO
553,0,870,85.04,85.04,PERIGO
554,0,870,85.04,85.04,PERIGO
555,0,870,85.04,85.04,PERIGO
556,0,870,85.04,85.04,PERIGO
557,0,870,85.04,85.04,PERIGO
558,0,870,85.04,85.04,PERIGO
559,0,870,85.04,85.04,PERIGO
560,0,870,85.04,85.04,PERIGO
561,0,870,85.04,85.04,PERIGO
562,0,870,85.04,85.04,PERIGO
563,0,870,85.04,85.04,PERIGO
564,0,870,85.04,85.04,PERIGO
565,0,870,85.04,85.04,PERIGO
566,0,870,85.04,85.04,PERIGO
567,0,870,85.04,85.04,PERIGO
568,0,870,85.04,85.04,PERIGO
569,0,870,85.04,85.04,PERIGO
570,0,870,85.04,85.04,PERIGO
571,0,870,85.04,85.04,PERIGO
572,0,870,85.04,85.04,PERIGO
573,0,870,85.04,85.04,PERIGO
574,0,870,85.04,85.04,PERIGO
575,0,870,85.04,85.04,PERIGO
576,0,870,85.04,85.04,PERIGO
577,0,870,85.04,85.04,PERIGO
578,0,870,85.04,85.04,PERIGO
579,0,870,85.04,85.04,PERIGO
580,0,870,85.04,85.04,PERIGO
581,1,870,85.04,85.04,PERIGO
582,1,870,85.04,85.04,PERIGO
583,1,870,85.04,85.04,PERIGO
584,1,870,85.04,85.04,PERIGO
585,1,870,85.04,85.04,PERIGO
586,1,870,85.04,85.04,PERIGO
587,1,870,85.04,85.04,PERIGO
588,1,870,85.04,85.04,PERIGO
589,1,870,85.04,85.04,PERIGO
590,1,870,85.04,85.04,PERIGO
591,1,870,85.04,85.04,PERIGO
592,1,870,85.04,85.04,PERIGO
593,1,870,85.04,85.04,PERIGO
594,1,870,85.04,85.04,PERIGO
595,1,870,85.04,85.04,PERIGO
596,1,870,85.04,85.04,PERIGO
597,1,870,85.04,85.04,PERIGO
598,1,870,85.04,85.04,PERIGO
599,1,870,85.04,85.04,PERIGO
600,1,870,85.04,85.04,PERIGO
601,1,870,85.04,85.04,PERIGO
602,1,870,85.04,85.04,PERIGO
603,1,870,85.04,85.04,PERIGO
604,1,870,85.04,85.04,PERIGO
605,1,870,85.04,85.04,PERIGO
606,1,870,85.04,85.04,PERIGO
607,0,870,85.04,85.04,PERIGO
608,0,870,85.04,85.04,PERIGO
609,0,870,85.04,85.04,PERIGO
610,0,870,85.04,85.04,PERIGO
611,0,870,85.04,85.04,PERIGO
612,0,870,85.04,85.04,PERIGO
613,0,870,85.04,85.04,PERIGO
614,0,870,85.04,85.04,PERIGO
615,0,870,85.04,85.04,PERIGO
616,0,870,85.04,85.04,PERIGO
617,0,870,85.04,85.04,PERIGO
618,0,870,85.04,85.04,PERIGO
619,0,870,85.04,85.04,PERIGO
620,0,870,85.04,85.04,PERIGO
621,0,870,85.04,85.04,PERIGO
622,0,870,85.04,85.04,PERIGO
623,0,870,85.04,85.04,PERIGO
624,0,870,85.04,85.04,PERIGO
625,0,870,85.04,85.04,PERIGO
626,0,870,85.04,85.04,PERIGO
627,0,870,85.04,85.04,PERIGO
628,0,870,85.04,85.04,PERIGO
629,0,870,85.04,85.04,PERIGO
630,0,870,85.04,85.04,PERIGO
631,0,870,85.04,85.04,PERIGO
632,0,870,85.04,85.04,PERIGO
633,0,870,85.04,85.04,PERIGO
634,0,870,85.04,85.04,PERIGO
635,0,870,85.04,85.04,PERIGO
636,0,870,85.04,85.04,PERIGO
637,0,870,85.04,85.04,PERIGO
638,0,870,85.04,85.04,PERIGO
639,0,870,85.04,85.04,PERIGO
640,0,1023,100.00,100.00,PERIGO
641,0,1023,100.00,100.00,PERIGO
642,0,1023,100.00,100.00,PERIGO
643,0,1023,100.00,100.00,PERIGO
644,0,1023,100.00,100.00,PERIGO
645,0,1023,100.00,100.00,PERIGO
646,0,1023,100.00,100.00,PERIGO
647,0,1023,100.00,100.00,PERIGO
648,0,1023,100.00,100.00,PERIGO
649,0,1023,100.00,100.00,PERIGO
650,0,1023,100.00,100.00,PERIGO
651,0,1023,100.00,100.00,PERIGO
652,0,1023,100.00,100.00,PERIGO
653,0,1023,100.00,100.00,PERIGO
654,0,1023,100.00,100.00,PERIGO
655,0,1023,100.00,100.00,PERIGO
656,0,1023,100.00,100.00,PERIGO
657,0,1023,100.00,100.00,PERIGO
658,0,1023,100.00,100.00,PERIGO
659,0,1023,100.00,100.00,PERIGO
660,0,1023,100.00,100.00,PERIGO
661,0,1023,100.00,100.00,PERIGO
662,0,1023,100.00,100.00,PERIGO
663,0,1023,100.00,100.00,PERIGO
664,0,1023,100.00,100.00,PERIGO
665,0,1023,100.00,100.00,PERIGO
666,0,1023,100.00,100.00,PERIGO
667,0,1023,100.00,100.00,PERIGO
668,0,1023,100.00,100.00,PERIGO
669,0,1023,100.00,100.00,PERIGO
670,0,1023,100.00,100.00,PERIGO
671,0,1023,100.00,100.00,PERIGO
672,0,1023,100.00,100.00,PERIGO
673,0,1023,100.00,100.00,PERIGO
674,0,837,81.82,81.82,ATENCAO
675,0,837,81.82,81.82,ATENCAO
676,0,837,81.82,81.82,ATENCAO
677,0,837,81.82,81.82,ATENCAO
678,0,837,81.82,81.82,ATENCAO
679,0,837,81.82,81.82,ATENCAO
680,0,837,81.82,81.82,ATENCAO
681,0,837,81.82,81.82,ATENCAO
682,0,837,81.82,81.82,ATENCAO
683,0,837,81.82,81.82,ATENCAO
684,0,837,81.82,81.82,ATENCAO
685,0,837,81.82,81.82,ATENCAO
686,0,837,81.82,81.82,ATENCAO
687,0,837,81.82,81.82,ATENCAO
688,0,837,81.82,81.82,ATENCAO
689,0,837,81.82,81.82,ATENCAO
690,0,837,81.82,81.82,ATENCAO
691,0,954,93.26,93.26,PERIGO
